form_id,side,doc_hash,token_position,char_start,char_end,snippet_status,snippet_error_code,snippet_start,snippet_end,snippet_text,snippet_preview_single_line,form_reference_count,form_evaluated_count,witness_ordinal_in_form
42ddecc87f4e998a086d4eb6d5266ecac290b9193bfb8a21197dadce7c52d417,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,369,2177,2179,present,,2057,2299,"n accordance with § 164.512(j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard:","n accordance with § 164.512(j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard:",1,1,0
6b6993dbc1012001e07dfc41283dc8aa5e19dd69b0482a632d435f8f0b2b4025,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,370,2177,2181,present,,2057,2301,"cordance with § 164.512(j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notic","cordance with § 164.512(j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notic",2,2,0
6b6993dbc1012001e07dfc41283dc8aa5e19dd69b0482a632d435f8f0b2b4025,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,376,2204,2208,present,,2084,2328,"
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1"," ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1",2,2,1
6b6993dbc1012001e07dfc41283dc8aa5e19dd69b0482a632d435f8f0b2b4025,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,370,2181,2185,present,,2061,2305,"cordance with § 164.512(j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notic","cordance with § 164.512(j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notic",2,2,0
6b6993dbc1012001e07dfc41283dc8aa5e19dd69b0482a632d435f8f0b2b4025,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,376,2208,2212,present,,2088,2332,"
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1"," ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1",2,2,1
450335414358fa7d7591351f4a3ab47ad0a6e21dffeac3a1cc8469bc332548a0,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,373,2189,2194,present,,2069,2314,"h § 164.512(j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy ","h § 164.512(j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy ",1,1,0
450335414358fa7d7591351f4a3ab47ad0a6e21dffeac3a1cc8469bc332548a0,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,373,2193,2198,present,,2073,2318,"h § 164.512(j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy ","h § 164.512(j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy ",1,1,0
de140700c1ac7560774c4da299a795d3002a5c44c501671d7359baf348137762,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,374,2196,2200,present,,2076,2320,".512(j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
",".512(j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ ",1,1,0
de140700c1ac7560774c4da299a795d3002a5c44c501671d7359baf348137762,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,374,2200,2204,present,,2080,2324,".512(j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
",".512(j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ ",1,1,0
165aeeaa9b9a85c32d968ab034d3ce9111b864772c8f593f38b73b7ed36d1d78,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,375,2201,2202,present,,2081,2322,"j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
ti","j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ ti",1,1,0
165aeeaa9b9a85c32d968ab034d3ce9111b864772c8f593f38b73b7ed36d1d78,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,375,2205,2206,present,,2085,2326,"j).
[65 FR 82802, Dec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
ti","j). ⏎ [65 FR 82802, Dec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ ti",1,1,0
5c09bf92ebb78e0a61d3a9348263d6181cac23b2ac4782bae0ebe8cd27d1b72e,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,379,2220,2226,present,,2100,2346,"ec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice.","ec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice.",3,3,0
5c09bf92ebb78e0a61d3a9348263d6181cac23b2ac4782bae0ebe8cd27d1b72e,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,389,2296,2302,present,,2176,2422,"
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individ"," ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individ",3,3,1
5c09bf92ebb78e0a61d3a9348263d6181cac23b2ac4782bae0ebe8cd27d1b72e,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,459,2682,2688,present,,2562,2808,"nd of the individual’s rights and
the covered entity’s legal duties with
respect to protected health informa-
tion.
(2) Notice requirements for covered enti-
ties creating or maintaining records sub-
ject to 42 U.S.C. 290dd-2. As provided in
42 C",nd of the individual’s rights and ⏎ the covered entity’s legal duties with ⏎ respect to protected health informa- ⏎ tion. ⏎ (2) Notice requirements for covered enti- ⏎ ties creating or maintaining records sub- ⏎ ject to 42 U.S.C. 290dd-2. As provided in ⏎ 42 C,3,3,2
5c09bf92ebb78e0a61d3a9348263d6181cac23b2ac4782bae0ebe8cd27d1b72e,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,379,2224,2230,present,,2104,2350,"ec. 28, 2000, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice.","ec. 28, 2000, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice.",3,3,0
5c09bf92ebb78e0a61d3a9348263d6181cac23b2ac4782bae0ebe8cd27d1b72e,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,389,2300,2306,present,,2180,2426,"
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individ"," ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individ",3,3,1
5c09bf92ebb78e0a61d3a9348263d6181cac23b2ac4782bae0ebe8cd27d1b72e,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,459,2686,2692,present,,2566,2812,"nd of the individual’s rights and
the covered entity’s legal duties with
respect to protected health informa-
tion.
(2) Notice requirements for covered enti-
ties creating or maintaining records sub-
ject to 42 U.S.C. 290dd-2. As provided in
42 C",nd of the individual’s rights and ⏎ the covered entity’s legal duties with ⏎ respect to protected health informa- ⏎ tion. ⏎ (2) Notice requirements for covered enti- ⏎ ties creating or maintaining records sub- ⏎ ject to 42 U.S.C. 290dd-2. As provided in ⏎ 42 C,3,3,2
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,381,2230,2237,present,,2110,2357,"00, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as ","00, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as ",4,4,0
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,391,2306,2313,present,,2186,2433,"FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individual has a r","FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individual has a r",4,4,1
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,1890,11013,11020,present,,10893,11140," entity’s duties. The notice
must contain:
(A) A statement that the covered en-
tity is required by law to maintain the
privacy of protected health informa-
tion, to provide individuals with notice
of its legal duties and privacy prac-
tices, and "," entity’s duties. The notice ⏎ must contain: ⏎ (A) A statement that the covered en- ⏎ tity is required by law to maintain the ⏎ privacy of protected health informa- ⏎ tion, to provide individuals with notice ⏎ of its legal duties and privacy prac- ⏎ tices, and ",4,4,2
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,1956,11400,11407,present,,11280,11527,"required to abide by the terms
of the notice currently in effect; and
(C) For the covered entity to apply a
change in a privacy practice that is de-
scribed in the notice to protected
health information that the covered
entity created or received ",required to abide by the terms ⏎ of the notice currently in effect; and ⏎ (C) For the covered entity to apply a ⏎ change in a privacy practice that is de- ⏎ scribed in the notice to protected ⏎ health information that the covered ⏎ entity created or received ,4,4,3
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,381,2234,2241,present,,2114,2361,"00, as amended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as ","00, as amended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as ",4,4,0
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,391,2310,2317,present,,2190,2437,"FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individual has a r","FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individual has a r",4,4,1
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,1888,11007,11014,present,,10887,11134," entity’s duties. The notice
must contain:
(A) A statement that the covered en-
tity is required by law to maintain the
privacy of protected health informa-
tion, to provide individuals with notice
of its legal duties and privacy prac-
tices, and "," entity’s duties. The notice ⏎ must contain: ⏎ (A) A statement that the covered en- ⏎ tity is required by law to maintain the ⏎ privacy of protected health informa- ⏎ tion, to provide individuals with notice ⏎ of its legal duties and privacy prac- ⏎ tices, and ",4,4,2
049fc794f38896b774246b1f239d59bbb5ce14c2a8ce93866b783529a6b291ba,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,1955,11398,11405,present,,11278,11525,"required to abide by the terms
of the notice currently in effect; and
(C) For the covered entity to apply a
change in a privacy practice that is de-
scribed in the notice to protected
health information that the covered
entity created or received ",required to abide by the terms ⏎ of the notice currently in effect; and ⏎ (C) For the covered entity to apply a ⏎ change in a privacy practice that is de- ⏎ scribed in the notice to protected ⏎ health information that the covered ⏎ entity created or received ,4,4,3
f9dbcc5e602049661cb5f5b438850f4a5ae7402837edf2557c31b884eaadaf35,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,382,2238,2247,present,,2118,2367,"mended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided","mended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided",2,2,0
f9dbcc5e602049661cb5f5b438850f4a5ae7402837edf2557c31b884eaadaf35,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,2359,13687,13696,present,,13567,13816,"l change to the uses or disclo-
sures, the individual’s rights, the cov-
ered entity’s legal duties, or other pri-
vacy practices stated in the notice. Ex-
cept when required by law, a material
change to any term of the notice may
not be implemented","l change to the uses or disclo- ⏎ sures, the individual’s rights, the cov- ⏎ ered entity’s legal duties, or other pri- ⏎ vacy practices stated in the notice. Ex- ⏎ cept when required by law, a material ⏎ change to any term of the notice may ⏎ not be implemented",2,2,1
f9dbcc5e602049661cb5f5b438850f4a5ae7402837edf2557c31b884eaadaf35,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,382,2242,2251,present,,2122,2371,"mended at 67
FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided","mended at 67 ⏎ FR 53270, Aug. 14, 2002; 78 FR 5700, Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided",2,2,0
f9dbcc5e602049661cb5f5b438850f4a5ae7402837edf2557c31b884eaadaf35,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,2357,13681,13690,present,,13561,13810,"l change to the uses or disclo-
sures, the individual’s rights, the cov-
ered entity’s legal duties, or other pri-
vacy practices stated in the notice. Ex-
cept when required by law, a material
change to any term of the notice may
not be implemented","l change to the uses or disclo- ⏎ sures, the individual’s rights, the cov- ⏎ ered entity’s legal duties, or other pri- ⏎ vacy practices stated in the notice. Ex- ⏎ cept when required by law, a material ⏎ change to any term of the notice may ⏎ not be implemented",2,2,1
7bb062381868ab009404bc66dc6336080175ab7a1c85e39c5721e0e332edc369,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,388,2286,2294,present,,2166,2414,", Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an",", Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an",1,1,0
7bb062381868ab009404bc66dc6336080175ab7a1c85e39c5721e0e332edc369,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,388,2290,2298,present,,2170,2418,", Jan. 25,
2013; 78 FR 34266, June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an",", Jan. 25, ⏎ 2013; 78 FR 34266, June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an",1,1,0
1ec1f3f6fb5a7303bb6e8cadb54bf57f68bc5a5bfd4c96b03d5b70758b827ec6,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,392,2314,2318,present,,2194,2438,", June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individual has a right ",", June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individual has a right ",2,2,0
1ec1f3f6fb5a7303bb6e8cadb54bf57f68bc5a5bfd4c96b03d5b70758b827ec6,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,1907,11123,11127,present,,11003,11247,"ntain the
privacy of protected health informa-
tion, to provide individuals with notice
of its legal duties and privacy prac-
tices, and to notify affected individuals
following a breach of unsecured pro-
tected health information;
(B) A statem","ntain the ⏎ privacy of protected health informa- ⏎ tion, to provide individuals with notice ⏎ of its legal duties and privacy prac- ⏎ tices, and to notify affected individuals ⏎ following a breach of unsecured pro- ⏎ tected health information; ⏎ (B) A statem",2,2,1
1ec1f3f6fb5a7303bb6e8cadb54bf57f68bc5a5bfd4c96b03d5b70758b827ec6,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,392,2318,2322,present,,2198,2442,", June 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individual has a right ",", June 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individual has a right ",2,2,0
1ec1f3f6fb5a7303bb6e8cadb54bf57f68bc5a5bfd4c96b03d5b70758b827ec6,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,1905,11117,11121,present,,10997,11241,"ntain the
privacy of protected health informa-
tion, to provide individuals with notice
of its legal duties and privacy prac-
tices, and to notify affected individuals
following a breach of unsecured pro-
tected health information;
(B) A statem","ntain the ⏎ privacy of protected health informa- ⏎ tion, to provide individuals with notice ⏎ of its legal duties and privacy prac- ⏎ tices, and to notify affected individuals ⏎ following a breach of unsecured pro- ⏎ tected health information; ⏎ (B) A statem",2,2,1
31ad6889b4cfdc1c5a13019864a06cdeb1cc2f2b7bfb2c4e8308910c8526e340,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,393,2320,2325,present,,2200,2445," 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individual has a right to
adeq"," 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individual has a right to ⏎ adeq",2,2,0
31ad6889b4cfdc1c5a13019864a06cdeb1cc2f2b7bfb2c4e8308910c8526e340,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,1908,11129,11134,present,,11009,11254,"the
privacy of protected health informa-
tion, to provide individuals with notice
of its legal duties and privacy prac-
tices, and to notify affected individuals
following a breach of unsecured pro-
tected health information;
(B) A statement tha","the ⏎ privacy of protected health informa- ⏎ tion, to provide individuals with notice ⏎ of its legal duties and privacy prac- ⏎ tices, and to notify affected individuals ⏎ following a breach of unsecured pro- ⏎ tected health information; ⏎ (B) A statement tha",2,2,1
31ad6889b4cfdc1c5a13019864a06cdeb1cc2f2b7bfb2c4e8308910c8526e340,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,393,2324,2329,present,,2204,2449," 7, 2013]
§ 164.520 Notice of privacy practices
for protected health information.
(a) Standard: Notice of privacy prac-
tices—(1) Right to notice. Except as pro-
vided by paragraph (a)(3) or (4) of this
section, an individual has a right to
adeq"," 7, 2013] ⏎ § 164.520 Notice of privacy practices ⏎ for protected health information. ⏎ (a) Standard: Notice of privacy prac- ⏎ tices—(1) Right to notice. Except as pro- ⏎ vided by paragraph (a)(3) or (4) of this ⏎ section, an individual has a right to ⏎ adeq",2,2,0
